text,label,clean_text
U look like a dyke in ur pic lol,offensive,u look like a dyke in ur pic lol
"U niggas dnt like me I bet I can fck yo bitch tho ,",offensive,u niggas dnt like me i bet i can fck yo bitch tho
U of A hoes w/ the booties hangin out,offensive,u of a hoes w the booties hangin out
U on the hit list to bitch kill yo self,offensive,u on the hit list to bitch kill yo self
U oversteppin u boundires as a sideline hoe,offensive,u oversteppin u boundires as a sideline hoe
U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour,offensive,u see a super bad bitch in the club with a nigga that u just cant understand how he got her chance he meet her at happyhour
U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,normal,u serious bro lol rt am early bird special
U still fuck with your old bitch? &#8212; Disrespectful like shit http://t.co/CEYCDVZ4w5,offensive,u still fuck with your old bitch disrespectful like shit
U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;,offensive,u sure tha bitch aint slumped over dead lol the thots is out here
U think them nigs u with is with u?,offensive,u think them nigs u with is with u
U wanna piss a hoe off when u in the club &amp; she in front U Tryna dance for u do what I'm doing right now Tweet,offensive,u wanna piss a hoe off when u in the club amp she in front u tryna dance for u do what im doing right now tweet
U want a big titty'd hoe-dyke to wash ya rims lls RT @DickGregory I expect a chick at da bikini car wash to rid my rims of all brake dust!,offensive,u want a big tittyd hoedyke to wash ya rims lls rt i expect a chick at da bikini car wash to rid my rims of all brake dust
U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did,offensive,u wanted to go in the military but yo bitch ass couldnt handle nobody shooting at u so shut yo mf mouth and salute those who did
U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days,offensive,u wondering why im not answering im wondering where my money at niggas act like bitches these days
U wont see me sober less i got court Mary the best bitch in life,offensive,u wont see me sober less i got court mary the best bitch in life
UPDATE: Three arrsted after German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/5TNwQ2e7Q5,offensive,update three arrsted after german gay guy left in critical condition after being fag bashed in belgrade
US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews,normal,us spy planes are flying over british skies in hunt for jihadi johns assocs with advanced tech via
Ugh I can't stand a bitch that smokes black &amp; milds. They make me itch,offensive,ugh i cant stand a bitch that smokes black amp milds they make me itch
Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww @Hi__________Bye,offensive,ugh i fuckin hate when this bitch dont answer my calls e
Ugh I really can't wait to get paid tomorrow and spend it on my hoes &#128524;&#10084;&#65039;&#128131;&#128111;&#128109;&#128514;&#128514;&#128514;&#128514;,offensive,ugh i really cant wait to get paid tomorrow and spend it on my hoes
Ugh I'm such a little bitch &#128514;,offensive,ugh im such a little bitch
Ugh bad bitches picture coming soon &#128514;,offensive,ugh bad bitches picture coming soon
"Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!",offensive,ugh hes mine bitches hes mine amp mine only thats my baby my man just know amp be aware thats me
Ugh like I hate when my momma get to talking all proper like bitch stfu.,offensive,ugh like i hate when my momma get to talking all proper like bitch stfu
Ugh that crazy bitch in The Crucible smh,offensive,ugh that crazy bitch in the crucible smh
Ugly ass hoe wanna be me so bad bitch gone on &#9996;&#65039;,offensive,ugly ass hoe wanna be me so bad bitch gone on
Ugly bitches always trynna take pics from the same angle &#128553;&#128553;&#128514;&#128514; guess it's they best side,offensive,ugly bitches always trynna take pics from the same angle guess its they best side
Ugly bitches know to get out the crib before the sun come up &#128514;&#128175;,offensive,ugly bitches know to get out the crib before the sun come up
"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up.",offensive,ugly bitches listen yall can not be havin a stank attitude yall dont have nothing working for you but your personally so dont fuck it up
Ugly bitches post the most retarded shit on social media.,offensive,ugly bitches post the most retarded shit on social media
Ugly bitches stay subbing,offensive,ugly bitches stay subbing
Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN,hate,ugly fucking nigger baby thought it was a gorilla at first
"Ugly hoes favorite line: ""I'm far from ugly..."" I be like naw hoe, you closer than you think!",offensive,ugly hoes favorite line im far from ugly i be like naw hoe you closer than you think
"Ugly hoes, you can NOT have attitudes! Kill the ratchetness!! You need to be nice, cause your looks sure ain't getting you nowhere!!!!",offensive,ugly hoes you can not have attitudes kill the ratchetness you need to be nice cause your looks sure aint getting you nowhere
"Uh Cody called me a punk ass bitch and I said, I think you meant to say boss ass bitch but I'll let it go ctfu &#128514;",offensive,uh cody called me a punk ass bitch and i said i think you meant to say boss ass bitch but ill let it go ctfu
Uh oh RT @VICD713ENT: Control yo bitch if you don't want her in no shit. It's that simple,offensive,uh oh rt control yo bitch if you dont want her in no shit its that simple
Uh. How long do I have till #Apple comes out with the newest incarnation of the #iphone?!? I'm so ready. Two years and this bitch still goes,offensive,uh how long do i have till apple comes out with the newest incarnation of the iphone im so ready two years and this bitch still goes
Uhhh bitch,offensive,uhhh bitch
"Ummm.. These hoes need guidance, better yet a baptism",offensive,ummm these hoes need guidance better yet a baptism
Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.,offensive,ummmso the happy fairy apparently took a crap on my twitter and made it allhappy
"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1",normal,un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im
"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;",normal,uncalled for all trash which one the best
Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,hate,uncle tom hypocrite
Uncle Tom ass muhfuckas.,offensive,uncle tom ass muhfuckas
Unemployed niggas get the most bitches #FACTDONTARGUE,offensive,unemployed niggas get the most bitches factdontargue
"Unfortunately, I love her the most tho RT @KingHorseDick: @viaNAWF thats ur hoe too?",offensive,unfortunately i love her the most tho rt thats ur hoe too
Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!,offensive,ungrateful bitches never happy how u not happy what u mean u aint happy youngjefe
"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't.",offensive,ungrateful shit lol rt is sending for me in a uber the new way of tryna pay for pussy cuz lol pls dont
"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y",normal,unintended consequences of the current fed regulations trays of uneaten food thrown in the trash hungry kids
"Unk just said ""bitches hit the bottle and they pussy start snappin"" lmao",offensive,unk just said bitches hit the bottle and they pussy start snappin lmao
Unlike some of yall boring ass bitches lol,offensive,unlike some of yall boring ass bitches lol
Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...,offensive,unloyal girls turn good guys into assholes ampamp unloyal guys turn good women into big time bitches
Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP,offensive,until next time rednecks ill see you again rednecks with paychecks
Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;,offensive,until you hoes start actually fucking with me then ill give props but until then you hoes trash
Up and let the heat pop bitch,offensive,up and let the heat pop bitch
Up early on Dat good dope wit my niccas!,offensive,up early on dat good dope wit my niccas
Up early then a bitch driving to denton omg can I move already,normal,up early then a bitch driving to denton omg can i move already
Up in this bitch like elevators,offensive,up in this bitch like elevators
Up like an eagle tryna catch the early bird that catches the worm.,normal,up like an eagle tryna catch the early bird that catches the worm
Up too early the damn birds are still chirping smh.,offensive,up too early the damn birds are still chirping smh
Upstate hoes love down south niggas and down south females love upstate niggas,offensive,upstate hoes love down south niggas and down south females love upstate niggas
Ur fat ... Not thick... It's a difference bitch,offensive,ur fat not thick its a difference bitch
"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae",offensive,ur no from here u act sound infront ae me or ill be an awfy cunt nd break ur fukin phone tae
Use to trap them birds now I'm fly like a birdddd,normal,use to trap them birds now im fly like a birdddd
Used the dollar menu &amp; spectate at the mall. But now I'm buying that bitch out cause shit I want it all ....,offensive,used the dollar menu amp spectate at the mall but now im buying that bitch out cause shit i want it all
"Used to have a girlfriend, now all I got is hoes..",offensive,used to have a girlfriend now all i got is hoes
VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?,offensive,vp joe the dildo still wants your guns hey joe fu oath breaking prick needs to be routed out hows it feel to be honkey whippin boy
Vagina flavored bacon bitch,offensive,vagina flavored bacon bitch
Val is such a bitch,offensive,val is such a bitch
Value your money.Value your dick.Don't buy trash.Don't fuck trash.,offensive,value your moneyvalue your dickdont buy trashdont fuck trash
Vandalize that pussy.It's on.,offensive,vandalize that pussyits on
Vanessa is such a fuckin faggot.,hate,vanessa is such a fuckin faggot
Vegas in 4 days bitches.,offensive,vegas in days bitches
"Venti iced water

Make it snappy hoe",offensive,venti iced water make it snappy hoe
Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.,offensive,verizon customer service is trash as fuck ive been in the store havent been greeted or nothing
Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch,offensive,versace belts and lv wallets just wont cut it need to really show his ass up little bitch
Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6,normal,vice news interview with the canadian jihadi has the poem i translated f u as its sound track
Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR,normal,video charlie baker campaign team denies contacting gov patrick for meeting
Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,normal,video charlie baker makes final push for votes
Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,normal,video charlie baker remembers tom menino
Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4,normal,video on the record charlie baker
Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb,normal,video shy glizzy i cant trustmyself
"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT",normal,view from the ghetto aint bad rio
Vine is filled with pussy lol smh,offensive,vine is filled with pussy lol smh
Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy,normal,vintage gold and diamond engagement ring k yellow gold unique ring size by vintagebaublesnbits via
"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM",normal,viola auntieyou cant call white trash women white trash like this during primetime htgawm
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",normal,virtually zero protections for lgbtq persons in alabama not a lot of acceptance either think about queer alabamian kids today
W bitch,offensive,w bitch
WALK OFF HR! @Yankees,normal,walk off hr
"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq",offensive,watch we salute the vets tuesday jihadi bitch slaying mk ms fired at taliban cockroaches during firefight
WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K,offensive,watchmilitary monday jihadi bitches slaying badass a silences taliban during intense night time firefight
WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight... http://t.co/Px9cN8fCW5,offensive,watchmilitary monday jihadi bitches slaying badass a silences taliban during intense night time firefight
WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx,normal,watchobamas newly released gitmo jihadi has links to terrorists in syria
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop,normal,watch excited isis jihadis getting their yezidi sex slaves on distribution day isis tcot pjnet lnyhbt gop
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #tcot #lnyhbt #pjnet #tgdn #gop,offensive,watch excited isis jihadis getting their yezidi sex slaves on distribution day tcot lnyhbt pjnet tgdn gop
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE,normal,watch excited isis jihadis getting their yezidi sex slaves on distribution day
WDMC RT @Rhion_R: So what shit is this. Male hoes now. WHAT is going on. http://t.co/XcY9QE5Yab,offensive,wdmc rt so what shit is this male hoes now what is going on
"WE SALUTE THE VETS &#8211; Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches Du... http://t.co/1cK21ivEUp #tcot #pjnet",offensive,we salute the vets tuesday jihadi bitch slaying mk ms fired at taliban cockroaches du tcot pjnet
"WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1",normal,webbers rt sz vnds restorers dream cracked midsole sole separation and fogged bubbles
WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz,normal,wh obama wont name holders replacement until you rubes have already cast your midterm ballots hot air
"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$",normal,wib plays next fri at the silverdome ballroom in neillsvillewi with charlie parr amp hobo nephews of uncle frank tickets
WTF I'mma do about my legs Charlie Murphy...,normal,wtf imma do about my legs charlie murphy
WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds,offensive,wtf is this chick singing the th inning stretch at the giants game wearing shes like a redneck carmen miranda nlds
"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",normal,wtmf is murica you say it you should be thunderpunched in the throat or sole stomped
Waddup bitch I gotta get tf outta this town tonite http://t.co/fDc54X3cB0,offensive,waddup bitch i gotta get tf outta this town tonite
Wagwuan bitches...!,offensive,wagwuan bitches
Wait What?! &#128557;&#128557;&#128564;&#128564;&#8220;@TaeCocky: You a faggot if you wear a seat beat&#8221;,offensive,wait what you a faggot if you wear a seat beat
Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.,offensive,wait a min rt or her pussy rt that rihanna cologne for men probably smell like curry goat and nail clippings
Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL,offensive,wait a min you nigga bitch lol rt fuckthesteelers httr i dont give a damn if it cont
"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",normal,wait a minute bowyer causing a yellow in a chase race rt caution nascar
Wait bitch..Keep it simple never basic,offensive,wait bitchkeep it simple never basic
Wait did @kidfivevibes take my brownies??,normal,wait did take my brownies
Wait that's noooo butt naked bitch &#128514;&#128514;&#128514;&#128514;&#128514; awwwww boy!!!!!!,offensive,wait thats noooo butt naked bitch a boy
Wait. What in the mudda cunt hypocrisy,offensive,wait what in the mudda cunt hypocrisy
Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.,offensive,wait what rt yall ever put ur finger in the lil hole in the back of the pussy just me cool
Waiting for brownies. I want brownies. Someone hooks it up?,normal,waiting for brownies i want brownies someone hooks it up
Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;,offensive,waiting on these bitches
Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE,hate,waiting on this wetback sycksyllables
Waka bitch bad fr,offensive,waka bitch bad fr
Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv,offensive,wake up american sheeple nd stop allowing these pussy azz politicians who never bust a gun in they
Wake up bitches,offensive,wake up bitches
Wake up you stoopid dyke @RandyPawlik,hate,wake up you stoopid dyke
Walk in the party boot up yo hoe,offensive,walk in the party boot up yo hoe
Walk out that bitch like RT @MKellyRedmen25: Just murdered that test! http://t.co/XYiVSRbsop,offensive,walk out that bitch like rt just murdered that test
"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!",offensive,walk up to your house knock on the door and blow your ass off drop it off drop it off bitch i got a sawed off
"Walked in wit a new bitch on me, got niggas mad but I know it",offensive,walked in wit a new bitch on me got niggas mad but i know it
Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard,offensive,walked into a party and they was playin nelly air force ones i walked outta that bitch immediately and littered in their yard
Wallah I'll drop kick this bitch,offensive,wallah ill drop kick this bitch
Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.,offensive,wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe
"Wanna find out the truth about somebody? Just tell em ""NO"" and watch the real bitch nigga or hoe come out em!",offensive,wanna find out the truth about somebody just tell em no and watch the real bitch nigga or hoe come out em
Want some cheese with that whine bitch ?!,offensive,want some cheese with that whine bitch
Want to cry cause of the girls at La fitness ... Imma bitch,offensive,want to cry cause of the girls at la fitness imma bitch
"Want to go get this brownie, I'm stuck doe.",normal,want to go get this brownie im stuck doe
Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;,normal,want to touch tha boootyyyyyneeeeed to touch the heinie
Wanted to eat her pussy from the back but she's sleep...smh,offensive,wanted to eat her pussy from the back but shes sleepsmh
Warriors ain't winning shit if Curry keep playin like a bitch,offensive,warriors aint winning shit if curry keep playin like a bitch
"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.",normal,was finna slit my eyebrows up in the shop but nahhhhhh
Was in kimball gym today boy if they had the carter&amp; kimball it that hoe it would've been stupid,offensive,was in kimball gym today boy if they had the carteramp kimball it that hoe it wouldve been stupid
Wash up hoe,offensive,wash up hoe
WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG,normal,washpost describes charlie crists bizarre obsession with fan between legs to stop sweat when askedanswering questions dog
Washing my coon hair,hate,washing my coon hair
Wassup wit all these fucc niccas,hate,wassup wit all these fucc niccas
Watch how i stop talking &amp;&amp; the bitch still tweets,offensive,watch how i stop talking ampamp the bitch still tweets
"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!",offensive,watch ima hit that hoe later on this summer finna be the bestmost livestock party of
Watch my Twitter bitch,offensive,watch my twitter bitch
Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE,normal,watch out ned crc worldcup puravida
Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8,hate,watch out nigger lovers you day is coming
"Watch the blacks and whiggers cry:

http://t.co/EmluwbbOgW",offensive,watch the blacks and whiggers cry
Watch yo hoe,offensive,watch yo hoe
Watched some crows eat a sandwich,normal,watched some crows eat a sandwich
Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,normal,watching steelers colts getting blinded by the steelers uniys look like bunch of bumblebees
Watching Deadly Women. This malicious bitch left 50 babies out in the sun so they can bake to death. Wtf.,offensive,watching deadly women this malicious bitch left babies out in the sun so they can bake to death wtf
Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired,offensive,watching forrest gump has taught me that these bitches wanna hoes until theyre tired
"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!...",normal,watching richie rich on tveven he wanted to kick it with the ghetto kids shows yuh how much money aint a thang
Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.,hate,watching the nigger movie menacesociety trying to learn more about the enemy good reconnaissance
"Watchu smiling in da can foe nigguh,",offensive,watchu smiling in da can foe nigguh
Water whippin bitch that bobby buschi,offensive,water whippin bitch that bobby buschi
Wats up with ppl calling me foriegn bitch now,offensive,wats up with ppl calling me foriegn bitch now
Wave &#127754; or get Splashed &#128166; on!!! #SplashGang ya bitch you!!,offensive,wave or get splashed on splashgang ya bitch you
Way too many pussies who just lay down and do nothing in my generation. Both literally and figuratively.,offensive,way too many pussies who just lay down and do nothing in my generation both literally and figuratively
Wayne crazy.... New Orleans ass nicca lol,offensive,wayne crazy new orleans ass nicca lol
"Wayne went ape shit on tht ""Krazy""",offensive,wayne went ape shit on tht krazy
We ain't gon talk bout yo partnas cuz dey ain't shit like my niccas,offensive,we aint gon talk bout yo partnas cuz dey aint shit like my niccas
We ain't really wit that talkin bitch we bout that action,offensive,we aint really wit that talkin bitch we bout that action
We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa,offensive,we are back bitches
We are the only fan base who by and large gives a crap that Rodgers chews his guys out. Nobody bitches about this for Brady and Manning.,offensive,we are the only fan base who by and large gives a crap that rodgers chews his guys out nobody bitches about this for brady and manning
We been passed dem niccas yrs ago fr,offensive,we been passed dem niccas yrs ago fr
We both have hella hoes but I swear all I want is you,offensive,we both have hella hoes but i swear all i want is you
"We bout to be the next Chik Fil A, lmao. Couple of fags said we told them if they didn't like their food to get out.
Never happened &#128514;&#128514;&#128514;&#128514;",offensive,we bout to be the next chik fil a lmao couple of fags said we told them if they didnt like their food to get out never happened
We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.,normal,we cant call somebody wack we got raymond felton rt lin so trash
We can't trust these hoes fam http://t.co/INvr9Wnccv,offensive,we cant trust these hoes fam
We cocky yea bitch we cocky.,offensive,we cocky yea bitch we cocky
We delivering bitch!!!!,offensive,we delivering bitch
We don't hire bitches,offensive,we dont hire bitches
We don't love them hoes !,offensive,we dont love them hoes
We don't love these hoes,offensive,we dont love these hoes
"We don't love these hoes, I only want one night &#128514;&#128553;&#9996;&#65039; Jayballout #onlywantonenight #312 https://t.co/ooxHCzfGJP",offensive,we dont love these hoes i only want one night jayballout onlywantonenight
We don't play &#127936; bitch there's no take backs,offensive,we dont play bitch theres no take backs
We don't pop out bitch we slide,offensive,we dont pop out bitch we slide
"We don't want yo bitch mane, we just wanna have fun with her.",offensive,we dont want yo bitch mane we just wanna have fun with her
"We got gin, mad blunts and bitches sucking dick",offensive,we got gin mad blunts and bitches sucking dick
"We got mob ties/ and all my hoes gangstaz too/mob wives/ bad bitches,but I don't spend alotta&#8230; http://t.co/LECZepIVS7",offensive,we got mob ties and all my hoes gangstaz toomob wives bad bitchesbut i dont spend alotta
We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg,hate,we hate you too lil nicca lol rt i hate the steelers dawg
We in this bitch!!! http://t.co/jKqld5vodm,offensive,we in this bitch
"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;",offensive,we just chasing os round here we aint chasing hoes round here
We know what this hoe gonna do for her bday now cc:@TheShugAvery RT @OMGitsKariC: @moyizzy I plan on it &#128520;,offensive,we know what this hoe gonna do for her bday now cc rt i plan on it
We know you fat hoes are not big boned your jus fat af !,offensive,we know you fat hoes are not big boned your jus fat af
We live ina generation where we praise these hoes.,offensive,we live ina generation where we praise these hoes
We need a UT expose hoes page hmmmmm !,offensive,we need a ut expose hoes page hmmmmm
We need hoes,offensive,we need hoes
We need to start having a fantasy team of UT hoes lol,offensive,we need to start having a fantasy team of ut hoes lol
We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,normal,we over here struggling with college and work and ice jj fish making money for being trash lol what has this world come to
We ran thru the bitch you fallin in love with!,offensive,we ran thru the bitch you fallin in love with
We so deep in this bitch we might drown,offensive,we so deep in this bitch we might drown
We trash,offensive,we trash
We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches,offensive,we use to sneak up on them cats back in wood hollow and ceelo ranch and toss they ass in the pool lil bitches
We wacko birds are still tweeting #MakeDCListen,normal,we wacko birds are still tweeting makedclisten
"We'll catch them hoes later, stay on ya grind",offensive,well catch them hoes later stay on ya grind
"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials",normal,were bringing the cadaver dogs charlie brown rejectedpeanutsspecials
We're a good match cuz we both retarded...n weed,offensive,were a good match cuz we both retardedn weed
We're going to make the school look so redneck tomorrow.,normal,were going to make the school look so redneck tomorrow
Weazy bitch birdman jr http://t.co/wXNX94BzoC,offensive,weazy bitch birdman jr
Webbie to retarded,offensive,webbie to retarded
Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;,normal,weed brownies gtgtgtgt
Weed nigguh.. Retweet that,offensive,weed nigguh retweet that
Weef fitm is that life fuck flappy bird,offensive,weef fitm is that life fuck flappy bird
Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,normal,weekend is here what an amazing week this has been lets use this extended weekend to celebrate our successes my fellow queer folk
Weird ass bitches,offensive,weird ass bitches
Weird frosted colored lipgloss is weird...,normal,weird frosted colored lipgloss is weird
"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!",normal,welcome to our land of dispossession check out the evil racist whitey sitting on steps etc reconquista woo hoo
"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP",normal,welcome to the family mia meli new puppy adorable cute fluffy mutt mybaby girl
Welding with your shirt off is the redneck version of tanning lol,offensive,welding with your shirt off is the redneck version of tanning lol
Well I wish I could shoot the shit wit u bitches but daddy gotta get dis money .one,offensive,well i wish i could shoot the shit wit u bitches but daddy gotta get dis money one
Well I'm back on the prowl for a bad bitch,offensive,well im back on the prowl for a bad bitch
Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37,normal,well jay i guess if you wanna keep your house from burning downthe bird is the word yeah jaymohrsports
Well Jenna's getting a yellow lab so I know where ill be whenever I'm home,normal,well jennas getting a yellow lab so i know where ill be whenever im home
Well damn!! LMaooo.... &#171;@IGiveEmNathan It was the dyke in that picture she used to be a girl once up on a time&#187;,offensive,well damn lmaooo it was the dyke in that picture she used to be a girl once up on a time
Well dayum RT @Tristine214: I seen you bitches knocking censor tags off your clothes on your patio with hammers http://t.co/tWE3VY0Bk5,offensive,well dayum rt i seen you bitches knocking censor tags off your clothes on your patio with hammers
Well done? What a coon.,offensive,well done what a coon
"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",hate,well gahdamn rt wooooow good job mommy cutest thing blue ivy ever done she still an ugly nigger baby
Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!,normal,well good morning early birds t minus mins until thee clock out then breakfast shower rub one and sleep
Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx,offensive,well guess i know a bunch of hoes then gone bring ya baldpussy hoeass elements tonight tho
Well i feel like a bitch.. &#128530;,offensive,well i feel like a bitch
Well isnt that a bitch 2 wildcards are going to the #WorldSeries,offensive,well isnt that a bitch wildcards are going to the worldseries
