Text,Label,clean_text
Bas kar bhosdiwale.,hindi,bas kar bhosdiwale
"Hey, Joe.",hindi,hey joe
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Teri behen ki chut mein dard hai kya?,hindi,teri behen ki chut mein dard hai kya
Idiot kahi ka!,hindi,idiot kahi ka
"उस आदमी के बारे में चिंता मत करो, ऐसा होता है।",hindi,उस आदमी के बारे में चिंता मत करो ऐसा होता है।
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Gandu kahi ka.,hindi,gandu kahi ka
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Keep it up buddy!,english,keep it up buddy
Tu sala harami hai.,hindi,tu sala harami hai
"ठीक है, अच्छी तरह से मैं तुम्हें जानता हूँ।",hindi,ठीक है अच्छी तरह से मैं तुम्हें जानता हूँ।
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Nikal yahan se madarchod.,hindi,nikal yahan se madarchod
Tu to ekdum nalayak hai bhenchod.,hindi,tu to ekdum nalayak hai bhenchod
Idiot kahi ka!,hindi,idiot kahi ka
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
Kamaal kar diya bhai!,english,kamaal kar diya bhai
You're such a loser yaar.,hindi,youre such a loser yaar
"Madarchod, apni aukaat me reh.",hindi,madarchod apni aukaat me reh
मैं अपने लिए बहुत खुश हूँ।,hindi,मैं अपने लिए बहुत खुश हूँ।
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
चुप रहो!,hindi,चुप रहो
You're awesome!,english,youre awesome
वस्त्र खो दो।,hindi,वस्त्र खो दो।
Tere jaisa chutiya maine nahi dekha.,hindi,tere jaisa chutiya maine nahi dekha
"Good job, well done!",english,good job well done
"Good job, well done!",english,good job well done
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
You're such a loser yaar.,hindi,youre such a loser yaar
"Always positive, love that!",english,always positive love that
"फीब्स, यह महान है!",hindi,फीब्स यह महान है
"Good job, well done!",english,good job well done
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
"Good job, well done!",english,good job well done
"ठीक है, देखो, वह उन्हें चोट नहीं करेगा, ठीक है?",hindi,ठीक है देखो वह उन्हें चोट नहीं करेगा ठीक है
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
"मैं इस तरह की तरह था यह आह, तुम पर इस धकेलने के लिए।",hindi,मैं इस तरह की तरह था यह आह तुम पर इस धकेलने के लिए।
"हाँ! अब, वह भयावह लगता है! वह वास्तव में बनाना चाहता है! आप उसे ढूंढने के लिए है.",hindi,हाँ अब वह भयावह लगता है वह वास्तव में बनाना चाहता है आप उसे ढूंढने के लिए है
Bakwas band kar.,hindi,bakwas band kar
Bakwas band kar.,hindi,bakwas band kar
Teri behen ki chut mein dard hai kya?,hindi,teri behen ki chut mein dard hai kya
"Good job, well done!",english,good job well done
हाँ लेकिन,hindi,हाँ लेकिन
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Thanks for your support yaar.,english,thanks for your support yaar
तुम नंगे खाना बनाते हो?,hindi,तुम नंगे खाना बनाते हो
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
Keep it up buddy!,english,keep it up buddy
कागज काटें!,hindi,कागज काटें
"तो, आप लोगों के लिए बाजार में क्या कर रहे हैं? हम uh, scarves, टूलप पोस्ट कार्ड हैं...",hindi,तो आप लोगों के लिए बाजार में क्या कर रहे हैं हम uh scarves टूलप पोस्ट कार्ड हैं
You're such a loser yaar.,hindi,youre such a loser yaar
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
"चंडलर, चंडलर, आप जानते हैं कि हम क्या करना चाहिए? आप और मैं बाहर जाना चाहिए और कुछ नए sunglasses ले जाना चाहिए।",hindi,चंडलर चंडलर आप जानते हैं कि हम क्या करना चाहिए आप और मैं बाहर जाना चाहिए और कुछ नए sunglasses ले जाना चाहिए।
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Idiot kahi ka!,hindi,idiot kahi ka
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
देखो वह कितना चिंतित हो जाता है! हमने सालों से एक साथ नहीं सोया है!,hindi,देखो वह कितना चिंतित हो जाता है हमने सालों से एक साथ नहीं सोया है
Tere jaise log sirf gaali ke layak hain.,hindi,tere jaise log sirf gaali ke layak hain
"तैयार है, Annabelle?",hindi,तैयार है annabelle
You're such a loser yaar.,hindi,youre such a loser yaar
Idiot kahi ka!,hindi,idiot kahi ka
Tere jaise kutte se baat nahi karte.,hindi,tere jaise kutte se baat nahi karte
Tere jaise kutte se baat nahi karte.,hindi,tere jaise kutte se baat nahi karte
नहीं. हम सेक्स के बीच में थे... और,hindi,नहीं हम सेक्स के बीच में थे और
"Nice effort, proud of you.",english,nice effort proud of you
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Kamaal kar diya bhai!,english,kamaal kar diya bhai
Bakwas band kar.,hindi,bakwas band kar
Bakwas band kar.,hindi,bakwas band kar
"तो आह, हम कल के लिए चल रहे हैं?",hindi,तो आह हम कल के लिए चल रहे हैं
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
"Good job, well done!",english,good job well done
Bakwas band kar.,hindi,bakwas band kar
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Keep it up buddy!,english,keep it up buddy
Thanks for your support yaar.,english,thanks for your support yaar
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
Bakwas band kar.,hindi,bakwas band kar
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
"Good job, well done!",english,good job well done
Tujhe gaali bhi dena bekaar hai.,hindi,tujhe gaali bhi dena bekaar hai
Behenchod dimag mat kharab kar.,hindi,behenchod dimag mat kharab kar
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
तुम ऐसा हर साल करते हो?,hindi,तुम ऐसा हर साल करते हो
Idiot kahi ka!,hindi,idiot kahi ka
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
चंडलर कृपया!,hindi,चंडलर कृपया
Gandu kahi ka.,hindi,gandu kahi ka
क्या आप गंभीर हैं?,hindi,क्या आप गंभीर हैं
Keep it up buddy!,english,keep it up buddy
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
तुम-तुम-तुम-तुम मेरे सैंडविच को फेंक दिया!,hindi,तुमतुमतुमतुम मेरे सैंडविच को फेंक दिया
मैं नहीं हूँ?,hindi,मैं नहीं हूँ
"ठीक है, मैं कल्पना नहीं कर सकता, मैं अपने जीवन को आप के बिना कल्पना नहीं कर सकता।",hindi,ठीक है मैं कल्पना नहीं कर सकता मैं अपने जीवन को आप के बिना कल्पना नहीं कर सकता।
You're such a loser yaar.,hindi,youre such a loser yaar
"ओह, वे एक कर रहे हैं",hindi,ओह वे एक कर रहे हैं
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
"ओह, लेकिन इससे पहले नहीं कि वह मुझे छोटे जामिई के सिर्फ बाहर क्रोनिंग की एक मज़बूती shot दिया।",hindi,ओह लेकिन इससे पहले नहीं कि वह मुझे छोटे जामिई के सिर्फ बाहर क्रोनिंग की एक मज़बूती shot दिया।
"नहीं, दिलचस्प बात यह है कि उसके पत्ती फुंकने वाले ने उसे उठा लिया।",hindi,नहीं दिलचस्प बात यह है कि उसके पत्ती फुंकने वाले ने उसे उठा लिया।
"Always positive, love that!",english,always positive love that
"Nice effort, proud of you.",english,nice effort proud of you
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
"खैर, मैं-मैं-मैं इस के साथ समाप्त हो गया हूँ. आप कुछ चाहते हैं रोस? खेल? अंतरराष्ट्रीय? अपार्टमेंट सूचीयाँ?",hindi,खैर मैंमैंमैं इस के साथ समाप्त हो गया हूँ आप कुछ चाहते हैं रोस खेल अंतरराष्ट्रीय अपार्टमेंट सूचीयाँ
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
"Saale, tujhme tameez nahi hai.",hindi,saale tujhme tameez nahi hai
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Bakwas band kar.,hindi,bakwas band kar
You're awesome!,english,youre awesome
"Always positive, love that!",english,always positive love that
Gandu kahi ka.,hindi,gandu kahi ka
Bakwas band kar.,hindi,bakwas band kar
Bakwas band kar.,hindi,bakwas band kar
"Nice effort, proud of you.",english,nice effort proud of you
"Nice effort, proud of you.",english,nice effort proud of you
Bakwas band kar.,hindi,bakwas band kar
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
"कांग्रेस एक नया घाटा कम करने की विधेयक पर बहस कर रही है... मेयर सबवे फीस फिर से बढ़ाना चाहता है... आज उच्च 45 था... और-ओह, टीमों ने खेल खेला.",hindi,कांग्रेस एक नया घाटा कम करने की विधेयक पर बहस कर रही है मेयर सबवे फीस फिर से बढ़ाना चाहता है आज उच्च था औरओह टीमों ने खेल खेला
Behenchod dimag mat kharab kar.,hindi,behenchod dimag mat kharab kar
Kutte ki tarah bhauk mat.,hindi,kutte ki tarah bhauk mat
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
"Haramkhor, tu sudhar jaa.",hindi,haramkhor tu sudhar jaa
"पिताजी, हम-हम तुम घर बेच रहे हैं विश्वास नहीं कर सकते।",hindi,पिताजी हमहम तुम घर बेच रहे हैं विश्वास नहीं कर सकते।
अरे! हम इस में काफी अच्छा है! अरे! हम पूरी तरह से लंच के बारे में भूल गया है!,hindi,अरे हम इस में काफी अच्छा है अरे हम पूरी तरह से लंच के बारे में भूल गया है
You're awesome!,english,youre awesome
You're awesome!,english,youre awesome
नहीं।,hindi,नहीं।
"ओह, मैं नहीं जानता, एक लाख?",hindi,ओह मैं नहीं जानता एक लाख
"ठीक है, ठीक है, मैं आ रहा हूँ, और मैं चीनी भोजन ला रहा हूँ।",hindi,ठीक है ठीक है मैं आ रहा हूँ और मैं चीनी भोजन ला रहा हूँ।
नहीं नहीं नहीं!,hindi,नहीं नहीं नहीं
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
"Good job, well done!",english,good job well done
You're awesome!,english,youre awesome
"Nice effort, proud of you.",english,nice effort proud of you
"भगवान, और अब मैं सिर्फ उसके साथ चित्रण बंद नहीं कर सकता, मैं नहीं कर सकता, यह कोई बात नहीं है कि आप क्या कहते हैं, या आप क्या करते हैं, रोस.",hindi,भगवान और अब मैं सिर्फ उसके साथ चित्रण बंद नहीं कर सकता मैं नहीं कर सकता यह कोई बात नहीं है कि आप क्या कहते हैं या आप क्या करते हैं रोस
Kamaal kar diya bhai!,english,kamaal kar diya bhai
अरे! तुम एक अच्छा नाचने वाला हो!,hindi,अरे तुम एक अच्छा नाचने वाला हो
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
Idiot kahi ka!,hindi,idiot kahi ka
"ओह, मुझे क्षमा करें. मैं अपने बर्टकास भूल गया था आप जानते हैं, दुर्घटनावश.",hindi,ओह मुझे क्षमा करें मैं अपने बर्टकास भूल गया था आप जानते हैं दुर्घटनावश
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
"हाँ, आप करेंगे! और, आप मुझे खेल रहे हैं?",hindi,हाँ आप करेंगे और आप मुझे खेल रहे हैं
"Good job, well done!",english,good job well done
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
Gandu kahi ka.,hindi,gandu kahi ka
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
तुम्हारे दोस्त यहाँ से बाहर हैं दोस्त।,hindi,तुम्हारे दोस्त यहाँ से बाहर हैं दोस्त।
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
"मेरा मतलब है, गंभीरता से, यह लगता है कि मेरे साथ कुछ गलत है?",hindi,मेरा मतलब है गंभीरता से यह लगता है कि मेरे साथ कुछ गलत है
"ठीक है, मुझे लगता है कि यह ठीक होगा।",hindi,ठीक है मुझे लगता है कि यह ठीक होगा।
Tere jaise log sirf gaali ke layak hain.,hindi,tere jaise log sirf gaali ke layak hain
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
"ओह, मुझे मोनिका को बताना है कि उसका क्या अच्छा भाई है!",hindi,ओह मुझे मोनिका को बताना है कि उसका क्या अच्छा भाई है
Bakwas band kar.,hindi,bakwas band kar
यह समाप्त हो गया है! आप,hindi,यह समाप्त हो गया है आप
"ओह हाँ, जिम सदस्य. मैं सप्ताह में चार बार जाने का प्रयास करता हूँ, लेकिन मैं पिछले 1200 बार भूल गया है.",hindi,ओह हाँ जिम सदस्य मैं सप्ताह में चार बार जाने का प्रयास करता हूँ लेकिन मैं पिछले बार भूल गया है
"Nice effort, proud of you.",english,nice effort proud of you
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tere jaise log sirf gaali ke layak hain.,hindi,tere jaise log sirf gaali ke layak hain
Bakwas band kar.,hindi,bakwas band kar
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
Tere jaisa chutiya maine nahi dekha.,hindi,tere jaisa chutiya maine nahi dekha
"सुबह यहाँ है! सूर्य यहाँ है! आकाश साफ है, सुबह यहाँ है! सुबह यहाँ है!",hindi,सुबह यहाँ है सूर्य यहाँ है आकाश साफ है सुबह यहाँ है सुबह यहाँ है
You're such a loser yaar.,hindi,youre such a loser yaar
Idiot kahi ka!,hindi,idiot kahi ka
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
"हाँ, और मैं एक pushover होने के साथ ठीक हूँ।",hindi,हाँ और मैं एक pushover होने के साथ ठीक हूँ।
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Idiot kahi ka!,hindi,idiot kahi ka
Keep it up buddy!,english,keep it up buddy
"ओह, यह एक बड़ा बजट अवधि फिल्म इन तीन इटालियन भाईयों के बारे में है जो शताब्दी के अंत में अमेरिका आते हैं।",hindi,ओह यह एक बड़ा बजट अवधि फिल्म इन तीन इटालियन भाईयों के बारे में है जो शताब्दी के अंत में अमेरिका आते हैं।
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
"Nice effort, proud of you.",english,nice effort proud of you
Bas kar bhosdiwale.,hindi,bas kar bhosdiwale
Keep it up buddy!,english,keep it up buddy
बाइ।,hindi,बाइ।
ओह... मैं वास्तव में बाहर पूछने के लिए यहाँ आया था.,hindi,ओह मैं वास्तव में बाहर पूछने के लिए यहाँ आया था
You're awesome!,english,youre awesome
Thanks for your support yaar.,english,thanks for your support yaar
Bakwas band kar.,hindi,bakwas band kar
यह एक अच्छा है।,hindi,यह एक अच्छा है।
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
"Haramkhor, tu sudhar jaa.",hindi,haramkhor tu sudhar jaa
"और ओह, लियम, लियम के खराब घुटनों के पास है. आप उसे सही मारा और वह एक लैम्प की तरह नीचे जा जाएगा.",hindi,और ओह लियम लियम के खराब घुटनों के पास है आप उसे सही मारा और वह एक लैम्प की तरह नीचे जा जाएगा
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Hey!,hindi,hey
मुझे विश्वास है।,hindi,मुझे विश्वास है।
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
Teri behen ki chut mein dard hai kya?,hindi,teri behen ki chut mein dard hai kya
"अरे, मैंने नियम नहीं बनाया था।",hindi,अरे मैंने नियम नहीं बनाया था।
Thanks for your support yaar.,english,thanks for your support yaar
You're awesome!,english,youre awesome
Tu to ekdum nalayak hai bhenchod.,hindi,tu to ekdum nalayak hai bhenchod
"Always positive, love that!",english,always positive love that
"Haramkhor, tu sudhar jaa.",hindi,haramkhor tu sudhar jaa
You're awesome!,english,youre awesome
Tujhe gaali bhi dena bekaar hai.,hindi,tujhe gaali bhi dena bekaar hai
यह हास्यास्पद है. हं.... यह हास्यास्पद नहीं है.,hindi,यह हास्यास्पद है हं यह हास्यास्पद नहीं है
"Nice effort, proud of you.",english,nice effort proud of you
Keep it up buddy!,english,keep it up buddy
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
"Nice effort, proud of you.",english,nice effort proud of you
"Always positive, love that!",english,always positive love that
क्या तुम्हें याद है कि मैं तुम्हें पाक-कला स्कूल से उस आदमी के बारे में कहा था कि सभी के साथ cilantro रख दिया था?,hindi,क्या तुम्हें याद है कि मैं तुम्हें पाककला स्कूल से उस आदमी के बारे में कहा था कि सभी के साथ cilantro रख दिया था
Gandu kahi ka.,hindi,gandu kahi ka
धन्यवाद!,hindi,धन्यवाद
Bhosdiwale chup ho ja.,hindi,bhosdiwale chup ho ja
You're awesome!,english,youre awesome
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Kamina sala har waqt tang karta hai.,hindi,kamina sala har waqt tang karta hai
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Bakwas band kar.,hindi,bakwas band kar
"Haramkhor, tu sudhar jaa.",hindi,haramkhor tu sudhar jaa
Tere jaise kutte se baat nahi karte.,hindi,tere jaise kutte se baat nahi karte
You're such a loser yaar.,hindi,youre such a loser yaar
ओह आप गंभीर हैं. निश्चित है!,hindi,ओह आप गंभीर हैं निश्चित है
Idiot kahi ka!,hindi,idiot kahi ka
You're such a loser yaar.,hindi,youre such a loser yaar
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
यहाँ से बाहर जाओ तुम छिपे हो!,hindi,यहाँ से बाहर जाओ तुम छिपे हो
Bohot badiya presentation tha!,english,bohot badiya presentation tha
मैं बाहर नहीं जा रहा हूँ।,hindi,मैं बाहर नहीं जा रहा हूँ।
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
"ओह! उस पर देखो, समय बढ़ गया है! मेरी बारी!",hindi,ओह उस पर देखो समय बढ़ गया है मेरी बारी
"यह महान है! वाह आदमी, तो जोई वास्तव में तुम्हें कुछ बातें हुह दी है?",hindi,यह महान है वाह आदमी तो जोई वास्तव में तुम्हें कुछ बातें हुह दी है
मैं..,hindi,मैं
Tere jaise kutte se baat nahi karte.,hindi,tere jaise kutte se baat nahi karte
Teri aukaat kya hai chutiye?,hindi,teri aukaat kya hai chutiye
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Tum bahut accha kaam karte ho.,english,tum bahut accha kaam karte ho
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
Bakwas band kar.,hindi,bakwas band kar
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
और क्या उसने?,hindi,और क्या उसने
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
"हाय! हाय-हाय, अब यह किसी की गलती नहीं है फेब्स. ठीक है? यह एक दुर्घटना थी.",hindi,हाय हायहाय अब यह किसी की गलती नहीं है फेब्स ठीक है यह एक दुर्घटना थी
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
Thanks for your support yaar.,english,thanks for your support yaar
Idiot kahi ka!,hindi,idiot kahi ka
Tu ek number ka ullu ka pattha hai.,hindi,tu ek number ka ullu ka pattha hai
"Haramkhor, tu sudhar jaa.",hindi,haramkhor tu sudhar jaa
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Idiot kahi ka!,hindi,idiot kahi ka
Thanks for your support yaar.,english,thanks for your support yaar
You're such a loser yaar.,hindi,youre such a loser yaar
"हाँ! ठीक है, यहाँ तुम जाओ।",hindi,हाँ ठीक है यहाँ तुम जाओ।
चलो  Chloe! पहले अपने ग्राहक के साथ समाप्त. चलो  Chloe! चलो  Chloe!!,hindi,चलो chloe पहले अपने ग्राहक के साथ समाप्त चलो chloe चलो chloe
Keep it up buddy!,english,keep it up buddy
पिताजी!,hindi,पिताजी
Idiot kahi ka!,hindi,idiot kahi ka
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
वह थी?,hindi,वह थी
You're awesome!,english,youre awesome
Bakwas band kar.,hindi,bakwas band kar
"ओह, हाँ, मेरा फर्म बैंड का प्रतिनिधित्व करता है।",hindi,ओह हाँ मेरा फर्म बैंड का प्रतिनिधित्व करता है।
"Phoebe, मैं तुम से रिंग की रक्षा करने के लिए कहा!",hindi,phoebe मैं तुम से रिंग की रक्षा करने के लिए कहा
"अच्छा तो वह तलाक़ पाता है, यह रोस है!",hindi,अच्छा तो वह तलाक़ पाता है यह रोस है
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
You're such a loser yaar.,hindi,youre such a loser yaar
क्या आप उत्साहित हैं?,hindi,क्या आप उत्साहित हैं
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
"Phoebe हम शिकायतें प्राप्त कर रहे हैं और uh, हम एक कम उच्च-profile स्थान पर तुम्हें ले जा रहे हैं.",hindi,phoebe हम शिकायतें प्राप्त कर रहे हैं और uh हम एक कम उच्चprofile स्थान पर तुम्हें ले जा रहे हैं
"सचमुच, यह चल रहा है!",hindi,सचमुच यह चल रहा है
Tere jaisa chutiya maine nahi dekha.,hindi,tere jaisa chutiya maine nahi dekha
Thanks for your support yaar.,english,thanks for your support yaar
Bohot badiya presentation tha!,english,bohot badiya presentation tha
"ओह, मुझे आपको कुछ कहना है।",hindi,ओह मुझे आपको कुछ कहना है।
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
मेरे हाथ को छोड़ दो!,hindi,मेरे हाथ को छोड़ दो
तुम्हें पता है कि मैं क्या छोड़ नहीं जा रहा हूँ?,hindi,तुम्हें पता है कि मैं क्या छोड़ नहीं जा रहा हूँ
क्या वह गंध तुम्हें परेशान करता है?,hindi,क्या वह गंध तुम्हें परेशान करता है
"Nice effort, proud of you.",english,nice effort proud of you
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Keep it up buddy!,english,keep it up buddy
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
Bakwas band kar.,hindi,bakwas band kar
Teri behen ki chut mein dard hai kya?,hindi,teri behen ki chut mein dard hai kya
Thanks for your support yaar.,english,thanks for your support yaar
Tu to ekdum nalayak hai bhenchod.,hindi,tu to ekdum nalayak hai bhenchod
Teri aukaat kya hai samjhta hai?,hindi,teri aukaat kya hai samjhta hai
"ओह, हम-हम इतने हैं... तो हं, अच्छी तरह से मैं-मैं-मैं तुम्हें पसंद करता हूँ और मैं हं, तुम के साथ बाहर hanging-out जानता हूँ प्यार करता हूँ.",hindi,ओह हमहम इतने हैं तो हं अच्छी तरह से मैंमैंमैं तुम्हें पसंद करता हूँ और मैं हं तुम के साथ बाहर hangingout जानता हूँ प्यार करता हूँ
You're awesome!,english,youre awesome
Bakwas band kar.,hindi,bakwas band kar
मेरे पास कुछ नहीं है।,hindi,मेरे पास कुछ नहीं है।
Tu pagal ho gaya hai kya?,hindi,tu pagal ho gaya hai kya
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
"Good job, well done!",english,good job well done
Tujhe sharam nahi aati?,hindi,tujhe sharam nahi aati
Tere jaise log sirf gaali ke layak hain.,hindi,tere jaise log sirf gaali ke layak hain
"Always positive, love that!",english,always positive love that
Kamaal kar diya bhai!,english,kamaal kar diya bhai
Bohot badiya presentation tha!,english,bohot badiya presentation tha
Teri behen ki chut mein dard hai kya?,hindi,teri behen ki chut mein dard hai kya
You're such a loser yaar.,hindi,youre such a loser yaar
बहुत धन्यवाद।,hindi,बहुत धन्यवाद।
Thanks for your support yaar.,english,thanks for your support yaar
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
You're one of the kindest souls I know.,english,youre one of the kindest souls i know
Kamaal kar diya bhai!,english,kamaal kar diya bhai
You're awesome!,english,youre awesome
"आप क्या करना चाहिए पता है, आप उसे उन हूं, बैरीम एनीमाओं में से एक ले जाना चाहिए।",hindi,आप क्या करना चाहिए पता है आप उसे उन हूं बैरीम एनीमाओं में से एक ले जाना चाहिए।
Tum jaise logon se baat nahi karte.,hindi,tum jaise logon se baat nahi karte
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
आप नहीं जानते कि मैं इस की कितनी जरूरत है।,hindi,आप नहीं जानते कि मैं इस की कितनी जरूरत है।
"Good job, well done!",english,good job well done
"Nice effort, proud of you.",english,nice effort proud of you
Itna irritating koi kaise ho sakta hai?,hindi,itna irritating koi kaise ho sakta hai
क्या आप कुछ मदद चाहते हैं?,hindi,क्या आप कुछ मदद चाहते हैं
"Saale, tujhme tameez nahi hai.",hindi,saale tujhme tameez nahi hai
"ठीक है, कल रात मैं संग्रहालय छोड़ रहा था जैसे ‘लेसर फ्लोइड’ ग्रहालय से बाहर निकल रहा था, मैंने 50 बॉक्स बेचने की कोशिश भी नहीं की!",hindi,ठीक है कल रात मैं संग्रहालय छोड़ रहा था जैसे लेसर फ्लोइड ग्रहालय से बाहर निकल रहा था मैंने बॉक्स बेचने की कोशिश भी नहीं की
Kamaal kar diya bhai!,english,kamaal kar diya bhai
Tere jaisa chutiya maine nahi dekha.,hindi,tere jaisa chutiya maine nahi dekha
Tumhara face dekhne layak nahi hai.,hindi,tumhara face dekhne layak nahi hai
Nikal yahan se madarchod.,hindi,nikal yahan se madarchod
Tu to ekdum nalayak hai bhenchod.,hindi,tu to ekdum nalayak hai bhenchod
"""ऐ मेरे भगवान, मैं एक दोस्त नहीं पा सकता!",hindi,ऐ मेरे भगवान मैं एक दोस्त नहीं पा सकता
यह पार्टी कहां है?,hindi,यह पार्टी कहां है
Kamaal kar diya bhai!,english,kamaal kar diya bhai
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
"Bas kar nautanki, dimag kharab kar diya.",hindi,bas kar nautanki dimag kharab kar diya
बहुत,hindi,बहुत
